prompt_type,judge_model,dataset_name,n_shots,transcript_type,concat_fewshot,aggregate_fewshot,concat_test,two_turns,model_name,win_rate_pos1,win_rate_pos2,average_win_rate,effective_win_rate,tie_rate,samples_evaluated
lexical_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,typhoon2-audio+tts,0.20987654320987653,0.16049382716049382,0.18518518518518517,0.23148148148148145,0.09259259259259259,81
lexical_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,qwen2-audio+tts,0.20987654320987653,0.14814814814814814,0.17901234567901234,0.2006172839506173,0.043209876543209874,81
lexical_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,asr+llama3+tts,0.654320987654321,0.4567901234567901,0.5555555555555556,0.558641975308642,0.006172839506172839,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-audio,0.0625,0.0625,0.0625,0.5,0.875,80
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-audio+asr+tts,0.2222222222222222,0.14814814814814814,0.18518518518518517,0.23765432098765432,0.10493827160493827,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-exp,0.2839506172839506,0.2962962962962963,0.2901234567901234,0.3055555555555555,0.030864197530864196,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-exp+asr+tts,0.20987654320987653,0.2222222222222222,0.21604938271604937,0.2345679012345679,0.037037037037037035,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,typhoon2-audio,0.13580246913580246,0.037037037037037035,0.08641975308641975,0.09259259259259259,0.012345679012345678,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,llama-omni,0.037037037037037035,0.09876543209876543,0.06790123456790123,0.08024691358024691,0.024691358024691357,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,moshi,0.012345679012345678,0.012345679012345678,0.012345679012345678,0.018518518518518517,0.012345679012345678,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-text+tts,0.2345679012345679,0.2962962962962963,0.26543209876543206,0.2746913580246913,0.018518518518518517,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-text+tts,0.2222222222222222,0.25925925925925924,0.24074074074074073,0.25308641975308643,0.024691358024691357,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,diva+tts,0.32098765432098764,0.2716049382716049,0.2962962962962963,0.2993827160493827,0.006172839506172839,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,typhoon2-audio+tts,0.14814814814814814,0.12345679012345678,0.13580246913580246,0.1450617283950617,0.018518518518518517,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,qwen2-audio+tts,0.19753086419753085,0.12345679012345678,0.16049382716049382,0.17901234567901234,0.037037037037037035,81
paralinguistic_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,asr+llama3+tts,0.4444444444444444,0.2839506172839506,0.3641975308641975,0.37345679012345673,0.018518518518518517,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-audio,0.06172839506172839,0.20987654320987653,0.13580246913580246,0.5,0.7283950617283951,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-audio+asr+tts,0.4444444444444444,0.5925925925925926,0.5185185185185185,0.5339506172839505,0.030864197530864196,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-exp,0.48148148148148145,0.6666666666666666,0.5740740740740741,0.5864197530864197,0.024691358024691357,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-exp+asr+tts,0.5185185185185185,0.6419753086419753,0.5802469135802468,0.5987654320987653,0.037037037037037035,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,typhoon2-audio,0.024691358024691357,0.07407407407407407,0.04938271604938271,0.05555555555555555,0.012345679012345678,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,llama-omni,0.35443037974683544,0.45569620253164556,0.4050632911392405,0.4240506329113924,0.0379746835443038,79
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,moshi,0.2962962962962963,0.35802469135802467,0.3271604938271605,0.3487654320987654,0.043209876543209874,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gpt4o-text+tts,0.4430379746835443,0.5316455696202531,0.48734177215189867,0.5031645569620252,0.03164556962025317,79
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,gemini2-flash-text+tts,0.3950617283950617,0.5802469135802469,0.4876543209876543,0.49691358024691357,0.018518518518518517,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,diva+tts,0.2716049382716049,0.4691358024691358,0.37037037037037035,0.3734567901234568,0.006172839506172839,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,typhoon2-audio+tts,0.4430379746835443,0.6075949367088608,0.5253164556962026,0.5411392405063291,0.03164556962025317,79
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,qwen2-audio+tts,0.3950617283950617,0.6049382716049383,0.5,0.5308641975308642,0.06172839506172839,81
speech_quality_cot,gemini-2.5-flash-preview-04-17,speakbench,0,none,False,False,False,False,asr+llama3+tts,0.35802469135802467,0.4444444444444444,0.4012345679012346,0.41358024691358025,0.024691358024691357,81
